id,short_name,account_name,address,pan_number,balance,phone_number,email,contact_name,group,collector,guarantee_world_insurer,credit_limit,overdue120,grant_period,pause
,,Puspanjali Auto Workshop,,,0,,,,Normal,,,0,0,0,0
,,Pyramid Tatva Nepal Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Qniverse pvt ltd,,,0,,,,Normal,,,0,0,0,0
,,Quantum Leap Pvt.Ltd,,,0,,,,Normal,,,0,0,0,0
,,Quest Pharmaceuticals P. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Qxera International Pvt,,,0,,,,Normal,,,0,0,0,0
,,Rabi Jha,,,0,,,,Normal,,,0,0,0,0
,,Rabindra Mishra,,,0,,,,Normal,,,0,0,0,0
,,Rabindra Singh,,,0,,,,Normal,,,0,0,0,0
,,Rabindra Thapa,,,0,,,,Normal,,,0,0,0,0
,,Race Groups,,,0,,,,Normal,,,0,0,0,0
,,Racma Heathtech Pvt.Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Radhe-Krishna Saving & Credit Cooperative Society Limited,,,0,,,,Normal,,,0,0,0,0
,,Radiant Nepal,,,0,,,,Normal,,,0,0,0,0
,,Radio Nepal,,,0,,,,Normal,,,0,0,0,0
,,Raghav Construction Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Raithaane Agri Products Nepal Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Rajan Bahadur Dhungana,,,0,,,,Normal,,,0,0,0,0
,,Rajan Saud,,,0,,,,Normal,,,0,0,0,0
,,Rajan Subedi,,,0,,,,Normal,,,0,0,0,0
,,Rajaram Neupane,,,0,,,,Normal,,,0,0,0,0
,,Rajarshi Gurukul Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Raj Auto Works.,,,0,,,,Normal,,,0,0,0,0
,,Rajendra Amatya,,,0,,,,Normal,,,0,0,0,0
,,Rajendra Shrestha,,,0,,,,Normal,,,0,0,0,0
,,Rajpur Rural Municipality,,,0,,,,Normal,,,0,0,0,0
,,Rakesh Katwal,,,0,,,,Normal,,,0,0,0,0
,,Raksha Nepal,,,0,,,,Normal,,,0,0,0,0
,,RAMBAN SAVING AND CREDIT CO-OPERATIVE LTD,,,0,,,,Normal,,,0,0,0,0
,,Ramesh Babu Bhattarai,,,0,,,,Normal,,,0,0,0,0
,,Ramesh Basnet,,,0,,,,Normal,,,0,0,0,0
,,Ramesh Khadka,,,0,,,,Normal,,,0,0,0,0
,,Ramesh Khatri,,,0,,,,Normal,,,0,0,0,0
,,Ramesh Pant,,,0,,,,Normal,,,0,0,0,0
,,Ramesh Udash,,,0,,,,Normal,,,0,0,0,0
,,Ram Hari Subedi,,,0,,,,Normal,,,0,0,0,0
,,Ramkot Saving and Credit Co-operative Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Ram Prasad Dangal,,,0,,,,Normal,,,0,0,0,0
,,Ramro parts and Services Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Ramro Press,,,0,,,,Normal,,,0,0,0,0
,,Ram Sharan Mahat,,,0,,,,Normal,,,0,0,0,0
,,Ramsharan Sapkota,,,0,,,,Normal,,,0,0,0,0
,,Rangoli Trade Centre,,,0,,,,Normal,,,0,0,0,0
,,Rani Sati,,,0,,,,Normal,,,0,0,0,0
,,Ranjit Bhandari,,,0,,,,Normal,,,0,0,0,0
,,Ranjit Karna,,,0,,,,Normal,,,0,0,0,0
,,Ranked Education And Visa Services,,,0,,,,Normal,,,0,0,0,0
,,Rapid Unique Network Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Rasana Dangol,,,0,,,,Normal,,,0,0,0,0
,,"Rasbita International Travels & Tours
",,,0,,,,Normal,,,0,0,0,0
,,Rastriya Banijya Bank karmachari sangh Nepal,,,0,,,,Normal,,,0,0,0,0
,,Rastriya Beema Company Ltd.,,,0,,,,Normal,3,,0,0,0,0
,,Rastriya Beema Sansthan,,,0,,,,Normal,,,0,0,0,0
,,Rastriya Jeewan Beema Company,,,0,,,,Normal,3,,0,0,0,0
,,Rastriya Khadya Bank Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Rastriya prajatantra party,,,0,,,,Normal,,,0,0,0,0
,,Rastriya Saving and Credit Co-operative Sanstha Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Rastriya sewak saving and credit cooperative limited,,,0,,,,Normal,,,0,0,0,0
,,Rastriya Swatantra Party,,,0,,,,Normal,,,0,0,0,0
,,Ratan Pariyar,,,0,,,,Normal,,,0,0,0,0
,,Rathi Adhesive  Industries,,,0,,,,Normal,,,0,0,0,0
,,Ratmata Krishi Pashupanchi Tatha Falful Firm,,,0,,,,Normal,,,0,0,0,0
,,Ratnayan Jyasa pasa,,,0,,,,Normal,,,0,0,0,0
,,RATO BANGALA SCHOOL PVT. LTD.,,,0,,,,Normal,,,0,0,0,0
,,Ratorani saving & loan Co-operative Society Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Rato Sathi Mutely Media Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Rays of Hope Garments Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,R Bikram Okheda,,,0,,,,Normal,,,0,0,0,0
,,RB Okheda,,,0,,,,Normal,,,0,0,0,0
,,Reader Networks Nepal,,,0,,,,Normal,,,0,0,0,0
,,Real Repair Tech,,,0,,,,Normal,,,0,0,0,0
,,Rebbion Tech Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Recruitment and Training Services Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Red box template pvt ltd.,,,0,,,,Normal,,,0,0,0,0
,,"Redd implementation centre,Barbarmahal",,,0,,,,Normal,,,0,0,0,0
,,Red Panda Adlink Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,RedWire Pvt.Ltd,,,0,,,,Normal,,,0,0,0,0
,,Regent Motors,,,0,,,,Normal,,,0,0,0,0
,,Rehdan School & College,,,0,,,,Normal,,,0,0,0,0
,,Reliable Cargo Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Reliable Nepal Life Insurance Limited,,,0,,,,Normal,,,0,0,0,0
,,Reliable Venture Capital Limited,,,0,,,,Normal,,,0,0,0,0
,,Reliance Life Insurance Ltd,,,0,,,,Normal,,,0,0,0,0
,,Reliance Supertech Cement Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Reno Trading Private Limited,,,0,,,,Normal,,,0,0,0,0
,,Resturant and Bar Association Nepal,,,0,,,,Normal,,,0,0,0,0
,,Retail Concepts,,,0,,,,Normal,,,0,0,0,0
,,RETI Institute Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,R.G Technology & Research Center,,,0,,,,Normal,,,0,0,0,0
,,Riddhi Pratap Rana,,,0,,,,Normal,,,0,0,0,0
,,Riddhi Siddhi Cement Ltd,,,0,,,,Normal,,,0,0,0,0
,,Right Butwal Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,RIMS,,,0,,,,Normal,,,0,0,0,0
,,Ringo Japanese Language Academy,,,0,,,,Normal,,,0,0,0,0
,,Ringojpn Language Academy,,,0,,,,Normal,,,0,0,0,0
,,Rishikesh Panthi,,,0,,,,Normal,,,0,0,0,0
,,ri- Siddheshwari Emporium,,,0,,,,Normal,,,0,0,0,0
,,Rising Smart Educational Academy,,,0,,,,Normal,,,0,0,0,0
,,Ritesh Basnet,,,0,,,,Normal,,,0,0,0,0
,,Ritesh Raj,,,0,,,,Normal,,,0,0,0,0
,,Riva Environmental and Engineering Services,,,0,,,,Normal,,,0,0,0,0
,,River Queen's School Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,R. M. AgroTech Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,R.N.K E.Commerce Serviceability Pvt.Ltd,,,0,,,,Normal,,,0,0,0,0
,,Roadyz Auto Mart Private Limited,,,0,,,,Normal,,,0,0,0,0
,,Roar Beauty Private Limited,,,0,,,,Normal,,,0,0,0,0
,,Rohan Sharma,,,0,,,,Normal,,,0,0,0,0
,,Rohini Poudel,,,0,,,,Normal,,,0,0,0,0
,,Rolling Plans Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Rolpa Municipality,,,0,,,,Normal,,,0,0,0,0
,,Roshan Bhattarai,,,0,,,,Normal,,,0,0,0,0
,,Roshan Budhathoki,,,0,,,,Normal,,,0,0,0,0
,,Roshani maiya Dhaubanjar,,,0,,,,Normal,,,0,0,0,0
,,Roshan Shrestha,,,0,,,,Normal,,,0,0,0,0
,,Rotaract Club of Birgunj Metropolis,,,0,,,,Normal,,,0,0,0,0
,,Rotaract Club of Tinau City,,,0,,,,Normal,,,0,0,0,0
,,Routine of Nepal Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Royal Fiber Collection,,,0,,,,Normal,,,0,0,0,0
,,Royal Paper Storesa,,,0,,,,Normal,,,0,0,0,0
,,Royal Saving & Credit Co-Opertive Limited.,,,0,,,,Normal,,,0,0,0,0
,,RP Group Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,RR Advertising Nepal,,,0,,,,Normal,,,0,0,0,0
,,R.S Autohub Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Rubi Valley Gaupalika,,,0,,,,Normal,,,0,0,0,0
,,Rudra Bahadur Karki,,,0,,,,Normal,,,0,0,0,0
,,Rudraksha Auto World,,,0,,,,Normal,,,0,0,0,0
,,Running Bird,,,0,,,,Normal,,,0,0,0,0
,,Rupacha Believers English School,,,0,,,,Normal,,,0,0,0,0
,,Rupak Khulal,,,0,,,,Normal,,,0,0,0,0
,,Rupendra Limbu,,,0,,,,Normal,,,0,0,0,0
,,Rupesh Chaudhary,,,0,,,,Normal,,,0,0,0,0
,,Saadhvi Internation Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Saandipani group of education,,,0,,,,Normal,,,0,0,0,0
,,Sabah Consumer Cooperative Society Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Sabal Sahakari sanstha Limited,,,0,,,,Normal,,,0,0,0,0
,,Sabin Dahal,,,0,,,,Normal,,,0,0,0,0
,,SABITA HOLDING COMPANY PVT LTD,,,0,,,,Normal,,,0,0,0,0
,,Sabuj Baniya,,,0,,,,Normal,,,0,0,0,0
,,Sachann Bishwokarma,,,0,,,,Normal,,,0,0,0,0
,,Sadikshya Pandey,,,0,,,,Normal,,,0,0,0,0
,,Sagarmatha Academy Foundation & Edu.,,,0,,,,Normal,,,0,0,0,0
,,Sagar Shrestha,,,0,,,,Normal,,,0,0,0,0
,,Sahaj Delivery Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,SAHAMATI,,,0,,,,Normal,,,0,0,0,0
,,Sahayatradevisthan Multipurpose,,,0,,,,Normal,,,0,0,0,0
,,Sahid Narayan Pokharel Ramapur Campus,,,0,,,,Normal,,,0,0,0,0
,,Sailabha Saving & Credit Co-operative Society Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Sai Maa Educations,,,0,,,,Normal,,,0,0,0,0
,,Saipal Academy,,,0,,,,Normal,,,0,0,0,0
,,Sai Patanjali Shop,,,0,,,,Normal,,,0,0,0,0
,,Sai Sewa Saving & Credit Co-operative Limited,,,0,,,,Normal,,,0,0,0,0
,,Sai Sraddha Enterprises,,,0,,,,Normal,,,0,0,0,0
,,Sajilo Marmat Sewa Pvt. Ltd.(Debtor),,,0,,,,Normal,,,0,0,0,0
,,Sajilo Pay Payment Services Pvt. LTD.,,,0,,,,Normal,,,0,0,0,0
,,Sajilo Sathi Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Sajilos Sikcha pvt.ltd,,,0,,,,Normal,,,0,0,0,0
,,Sajiv Nagarkoti-A,,,0,,,,Normal,,,0,0,0,0
,,Sakshan Engineering Solutions Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Sakwo Resort,,,0,,,,Normal,,,0,0,0,0
,,Saledo Media Ltd,,,0,,,,Normal,,,0,0,0,0
,,Saleways Cash and Carry Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Salt Restaurant,,,0,,,,Normal,,,0,0,0,0
,,Samaj laghubitta Bittiya sanstha ltd.,,,0,,,,Normal,,,0,0,0,0
,,Samata Foundation,,,0,,,,Normal,,,0,0,0,0
,,Samata Saving and Credit Cooperative Society limited,,,0,,,,Normal,,,0,0,0,0
,,Samay Saccos,,,0,,,,Normal,,,0,0,0,0
,,Sambridhhi Bikash Real Estate Investment,,,0,,,,Normal,,,0,0,0,0
,,Sambridhhi School Pvt.Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Sambridhi Education Foundation Pvt. ltd.,,,0,,,,Normal,,,0,0,0,0
,,Samjhana Laboratory Clinic Pvt.Ltd.,,,0,,,,Normal,4,,0,0,0,0
,,Samprit Traders,,,0,,,,Normal,,,0,0,0,0
,,Samriddhi School Pvt. Ltd.,,,0,,,,Normal,4,,0,0,0,0
,,Samridhi Jewellers,,,0,,,,Normal,,,0,0,0,0
,,Samsung India Electronics Pvt Ltd,,,0,,,,Normal,5,,0,0,0,0
,,Samuhik bikash saccos,,,0,,,,Normal,,,0,0,0,0
,,Samvabya Saving & Credit Cooperative Limited,,,0,,,,Normal,,,0,0,0,0
,,Samyak Diagnostic Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Samyukta Bhu Pu Sainik bachat tatha rin Sahakari Sanstha Ltd,,,0,,,,Normal,,,0,0,0,0
,,"Sanatan construction pvt.ltd kalikasthan, Rasuwa",,,0,,,,Normal,,,0,0,0,0
,,sandesh dhamala,,,0,,,,Normal,,,0,0,0,0
,,Sandesh Thapa,,,0,,,,Normal,,,0,0,0,0
,,Sandip Dotel,,,0,,,,Normal,,,0,0,0,0
,,Sangram Simkhada,,,0,,,,Normal,,,0,0,0,0
,,Sanima Life Insurance Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Sanima Multipurpose Cooperative Society Limited,,,0,,,,Normal,,,0,0,0,0
,,Sanima Reliance Life Insurance Ltd,,,0,,,,Normal,,,0,0,0,0
,,Sani Securities Company Ltd,,,0,,,,Normal,,,0,0,0,0
,,Sanjeevani Imaging House,,,0,,,,Normal,,,0,0,0,0
,,Sanjib Bahadur Karki,,,0,,,,Normal,,,0,0,0,0
,,Sanjiv Giri,,,0,,,,Normal,,,0,0,0,0
,,Sanjog Karmacharya,,,0,,,,Normal,,,0,0,0,0
,,Sanju pandit,,,0,,,,Normal,,,0,0,0,0
,,Sann International College,,,0,,,,Normal,,,0,0,0,0
,,Santosh kumar Thapa,,,0,,,,Normal,,,0,0,0,0
,,Santosh Thapa,,,0,,,,Normal,,,0,0,0,0
,,Sapana multipurpose cooperative Ltd,,,0,,,,Normal,,,0,0,0,0
,,Sapkota Ji,,,0,,,,Normal,,,0,0,0,0
,,SAPTADEV SAVING AND CREDIT COOPERATIVE SOCIETY LTD,,,0,,,,Normal,,,0,0,0,0
,,Saral Scientific Solution Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Saraswati Academy English School Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Sarathi Consults and Business Development Private Limited,,,0,,,,Normal,,,0,0,0,0
,,Sarbottam Cement Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Sardi Academy Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Sarhana Exim Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Sarna Maharjan,,,0,,,,Normal,,,0,0,0,0
,,Sarobar Polyclinic & Diagnostics Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Saroj Babu,,,0,,,,Normal,,,0,0,0,0
,,Saroj Pokharel,,,0,,,,Normal,,,0,0,0,0
,,Sarthak Education Foundation,,,0,,,,Normal,,,0,0,0,0
,,Sarvagyan Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Sashikant Thakur,,,0,,,,Normal,,,0,0,0,0
,,Sastodeal Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Sasto Tickets Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Saturn Outsource Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Satya Creation Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Satyadip International Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Satyam Media Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Saubhagya Kirana Store,,,0,,,,Normal,,,0,0,0,0
,,Saurya Dental Care,,,0,,,,Normal,,,0,0,0,0
,,Save the Children US/Global Fund,,,0,,,,Normal,5,,0,0,0,0
,,SAVITRI TRADE COM,,,0,,,,Normal,,,0,0,0,0
,,S & B International Education Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,S.B.T INTERNATIONAL PVT LTD,,,0,,,,Normal,,,0,0,0,0
,,SCHEER MEMORIAL MEDICAL AND EDUCATIONAL TRUST,,,0,,,,Normal,,,0,0,0,0
,,Scholar Education,,,0,,,,Normal,,,0,0,0,0
,,School of Hotel Management & Tourism Nepal pvt.ltd.,,,0,,,,Normal,,,0,0,0,0
,,School of Technical Analysis Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,School Of Training And Research,,,0,,,,Normal,,,0,0,0,0
,,SD Groups After Salees Service,,,0,,,,Normal,,,0,0,0,0
,,SEA Link Travel and Tours pvt ltd,,,0,,,,Normal,,,0,0,0,0
,,Search Education Nepal Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Seasonal uniform house,,,0,,,,Normal,,,0,0,0,0
,,Secretariat of Nepal Hajj Committee,,,0,,,,Normal,,,0,0,0,0
,,Seed Innovations Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Segway Nepal,,,0,,,,Normal,,,0,0,0,0
,,Seismology at School in Nepal,,,0,,,,Normal,,,0,0,0,0
,,Seto Gurans National Child Development Service,,,0,,,,Normal,,,0,0,0,0
,,Seven Multi Trading Pvt. Ltd.,,,0,,,,Normal,3,,0,0,0,0
,,Seven Ropani Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Shaligram Khadka,,,0,,,,Normal,,,0,0,0,0
,,Shambhu Raj Khatiwada,,,0,,,,Normal,,,0,0,0,0
,,Shambhu Shah,,,0,,,,Normal,,,0,0,0,0
,,Shanideu Suppliers,,,0,,,,Normal,,,0,0,0,0
,,Shankhamul Healthcare Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Shankharapur Municipality,,,0,,,,Normal,,,0,0,0,0
,,Shanta Dental,,,0,,,,Normal,,,0,0,0,0
,,Sharada Phuyal,,,0,,,,Normal,,,0,0,0,0
,,Sharad kumar bartaula,,,0,,,,Normal,,,0,0,0,0
,,SHAURYA CEMENT INDUSTRIES LTD.,,,0,,,,Normal,,,0,0,0,0
,,Sheela Kansakar Karkee,,,0,,,,Normal,,,0,0,0,0
,,Sherali Med Pharma,,,0,,,,Normal,,,0,0,0,0
,,Sher Bahadur Deuba,,,0,,,,Normal,,,0,0,0,0
,,Sherpa Adventure Outlet Pvt Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Sherpa Kiduk Sankhuwasava,,,0,,,,Normal,,,0,0,0,0
,,Sherpa Outdoor Pvt Ltd (KTM CTY - ANTA),,,0,,,,Normal,,,0,0,0,0
,,Shield Technology Pvt.Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Shikha saving and credit co-operative ltd,,,0,,,,Normal,,,0,0,0,0
,,Shilpee Theatre,,,0,,,,Normal,,,0,0,0,0
,,Shivapuri Net Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Shiva Shakti  Ghee Udhyog Pvt,,,0,,,,Normal,,,0,0,0,0
,,Shiva Siddhi Enterprises Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Shree Airlines Limited,,,0,,,,Normal,,,0,0,0,0
,,Shree antu Saccos,,,0,,,,Normal,,,0,0,0,0
,,Shree Arva Multipurpose Cooperative Society Limited,,,0,,,,Normal,,,0,0,0,0
,,Shree Balaji diamond,,,0,,,,Normal,,,0,0,0,0
,,Shree Bhageshwor Sugar & Chemical Ind. Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Shree Bhairab Jewellery,,,0,,,,Normal,,,0,0,0,0
,,Shree Bhaleshwor Secondary School,,,0,,,,Normal,,,0,0,0,0
,,Shree Chintansil Uddhami Sahakari,,,0,,,,Normal,,,0,0,0,0
,,Shree Deurali Community Saving and Credit Cooperati,,,0,,,,Normal,,,0,0,0,0
,,Shree deurali community saving and credit cooperative society ltd.,,,0,,,,Normal,,,0,0,0,0
,,Shree Fulbari Saving & Credit Co-operative Society Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Shree Gandaki Nirman Samanwaya Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Shreeganesh Multipurpose Co-Operative Society Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Shree Greenline Multipurpose Co-operative ltd.,,,0,,,,Normal,,,0,0,0,0
,,Shree Gwaldubba Bhachat Thata Reen sahakari Sastha LTD.,,,0,,,,Normal,,,0,0,0,0
,,Shree Hanuman Itta Udyog,,,0,,,,Normal,,,0,0,0,0
,,Shree Harihar sanyas Aashram,,,0,,,,Normal,,,0,0,0,0
,,Shree Kalyankari Multipurpose Co-operative Society Limited,,,0,,,,Normal,,,0,0,0,0
,,Shreekant Rai,,,0,,,,Normal,,,0,0,0,0
,,Shree Krishna Adhikari( Tripnp Technologies),,,0,,,,Normal,,,0,0,0,0
,,Shree Krishna Bhattarai,,,0,,,,Normal,,,0,0,0,0
,,Shreelankhana Infra Pvt LTD,,,0,,,,Normal,,,0,0,0,0
,,Shree Little Flower School,,,0,,,,Normal,,,0,0,0,0
,,Shree Mahima Saving And Credit Cooperative Ltd,,,0,,,,Normal,,,0,0,0,0
,,Shree Nawadurga Saving and Credit Cooperative Society Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Shree Nepal Saving & Credit Co-operative Ltd,,,0,,,,Normal,,,0,0,0,0
,,Shree Netrawoti saving & credit cooperative Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Shree Pandeshwori Traders,,,0,,,,Normal,,,0,0,0,0
,,Shreeram Gas Udyog (P) Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Shreeram janaki yuba comittee,,,0,,,,Normal,,,0,0,0,0
,,Shree Rampur Saving and Credit Co-operative Society Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Shree Rupse Saving & Credit co-operative ltd.,,,0,,,,Normal,,,0,0,0,0
,,Shree Satyanarayan Agricultural Multipurpose Cooperative Society Limited,,,0,,,,Normal,,,0,0,0,0
,,Shree Shankaracharyapeeth Sadhutar,,,0,,,,Normal,,,0,0,0,0
,,Shree Shanti Trading Concern,,,0,,,,Normal,,,0,0,0,0
,,"Shree Shiva Secondary School Dhuliyabit, Surkhet",,,0,,,,Normal,,,0,0,0,0
,,Shree siddhi sai surgical & chemical center,,,0,,,,Normal,,,0,0,0,0
,,Shree Steels Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,SHREE SUNRISE ENGLISH BOARDING SCHOOL,,,0,,,,Normal,,,0,0,0,0
,,Shree Suryodaya Saving and Credit Co-operative Sanstha Ltd,,,0,,,,Normal,,,0,0,0,0
,,Shree Tapai Hamro Namuna Sana Kisan Krishi Sahakari Sanstha Ltd,,,0,,,,Normal,,,0,0,0,0
,,Shree Unity Health Co-operative Society Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Shubha Nepa Trading Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Shubhashree Academy International College Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Shubhashree Clinic,,,0,,,,Normal,,,0,0,0,0
,,Shuklagandaki Municipality,,,0,,,,Normal,,,0,0,0,0
,,Shuva Aarambha Suppliers,,,0,,,,Normal,,,0,0,0,0
,,Shuva Times Multipurpose Cooperative Society Limited,,,0,,,,Normal,,,0,0,0,0
,,Shyam Krishna Phuyal,,,0,,,,Normal,,,0,0,0,0
,,Shyam Sundar Parajul,,,0,,,,Normal,,,0,0,0,0
,,Siddhababa Uniform Enterprises Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Siddhartha Business Group of Hospitality,,,0,,,,Normal,,,0,0,0,0
,,Siddhartha College/ School,,,0,,,,Normal,,,0,0,0,0
,,Siddhartha Computer Institute,,,0,,,,Normal,,,0,0,0,0
,,Siddhartha Institiute Of Hospitality,,,0,,,,Normal,,,0,0,0,0
,,Siddhartha Multiple College Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Siddhartha Pathshala,,,0,,,,Normal,,,0,0,0,0
,,Siddhi Vinayak Food Products Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Siddhi Vinayak Moto Corp Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Sidhafone Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Sidingba Gaunpalika,,,0,,,,Normal,,,0,0,0,0
,,Sifal School Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Sigash Media Agency,,,0,,,,Normal,,,0,0,0,0
,,Signature Bakery and Cafe,,,0,,,,Normal,,,0,0,0,0
,,Sijal Multi Purpose Co-Operative Society Ltd,,,0,,,,Normal,,,0,0,0,0
,,Sikaune EduTec,,,0,,,,Normal,,,0,0,0,0
,,Silver Mountain School of Hotel Management,,,0,,,,Normal,,,0,0,0,0
,,Simara newa khala,,,0,,,,Normal,,,0,0,0,0
,,Simkot Rural Municipality,,,0,,,,Normal,,,0,0,0,0
,,Simplify IT Soln,,,0,,,,Normal,,,0,0,0,0
,,Simrik Internet Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Simrik Overseas Pvt.Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Simta Rural Municipality,,,0,,,,Normal,,,0,0,0,0
,,Simulation Science Center Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Sindhujwala Hydropower Limited,,,0,,,,Normal,,,0,0,0,0
,,Singati Engineering Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Sipradi Autoparts Pvt. Ltd.,,,0,,,,Normal,4,,0,0,0,0
,,Sirish Poudel,,,0,,,,Normal,,,0,0,0,0
,,Sita Poudel,,,0,,,,Normal,,,0,0,0,0
,,Sitaz Trading House,,,0,,,,Normal,,,0,0,0,0
,,Sitganga Municipality,,,0,,,,Normal,,,0,0,0,0
,,SIURI NYADI POWER LTD.,,,0,,,,Normal,,,0,0,0,0
,,Siwakoti Krishi Firm,,,0,,,,Normal,,,0,0,0,0
,,Siyaram Kushwaha,,,0,,,,Normal,,,0,0,0,0
,,Skill Best,,,0,,,,Normal,,,0,0,0,0
,,Skilltootr digital Learning Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Skin Citi Pvt.Ltd,,,0,,,,Normal,,,0,0,0,0
,,Sky Broadband Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,SLR Techno And Trade Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Small Heaven School,,,0,,,,Normal,,,0,0,0,0
,,Smark One Technology,,,0,,,,Normal,,,0,0,0,0
,,Smart C.A.D. Academy Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Smart Gharghaderi Pvt.Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Smart Legal Service Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Smartly Yours Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Smart Palika Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Smart Parenting Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
