id,short_name,account_name,address,pan_number,balance,phone_number,email,contact_name,group,collector,guarantee_world_insurer,credit_limit,overdue120,grant_period,pause
,,Ez Vidhya Nepal,,,0,,,,Normal,,,0,0,0,0
,,Ezze Eats Nepal Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Fabcab Incorporation Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Fabyatra Travel Agency Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,FACTS Research & Analytics Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Fantastic Nepal Holidays Pvt.Ltd,,,0,,,,Normal,,,0,0,0,0
,,Far West Infotech & Research Center Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Fast Speed Link Network Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Fast Track International Pvt.Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Federation of Handicraft Association of Nepal,,,0,,,,Normal,,,0,0,0,0
,,Feedsmandu Studios Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,FHI/USAID,,,0,,,,Normal,4,,0,0,0,0
,,Financial Comptroller General Office,,,0,,,,Normal,,,0,0,0,0
,,Finco Consulting Services Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Find All Nepal Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,FINE DIAMOND EDUCATION FOUNDATION PVT. LTD.,,,0,,,,Normal,,,0,0,0,0
,,Firdo Nepal,,,0,,,,Normal,,,0,0,0,0
,,First choice auto mobiles pvt. ltd.,,,0,,,,Normal,,,0,0,0,0
,,Fishtail Academy Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Fishtail Mart Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Fishtail Mountain School of Hospitality Tourism and management Pvt.Ltd,,,0,,,,Normal,,,0,0,0,0
,,Fit - U,,,0,,,,Normal,,,0,0,0,0
,,Fiza Education Consultancy Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Flying Birds Educational Consultancy Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Folliderm Health Care Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Foodmandu Pvt. Ltd..,,,0,,,,Normal,,,0,0,0,0
,,Food Mood Company Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Footprint Adventure Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Forging The Future Institute and Research Centre,,,0,,,,Normal,,,0,0,0,0
,,Fortran Computer System Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Foto Pasal Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Freelancer Unit Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Friends' Club Kopundole,,,0,,,,Normal,,,0,0,0,0
,,Frontline Consult Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,F.S. Logitech Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Fusobotics Nepal Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Future Brands Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Future Foods Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Gadgets And Gizmos Traders Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Gagan Secondary School,,,0,,,,Normal,,,0,0,0,0
,,Gagan Thapa,,,0,,,,Normal,,,0,0,0,0
,,Gahana,,,0,,,,Normal,,,0,0,0,0
,,Gajurmukhi Investment,,,0,,,,Normal,,,0,0,0,0
,,Galaxy Computers And Suppliers,,,0,,,,Normal,,,0,0,0,0
,,Galaxy Consulting Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Galkot Ghumte Multipurpose Co-operative Sanstha ltd.,,,0,,,,Normal,,,0,0,0,0
,,Galli Creations Nepal Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Galli Express Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Gaming Sansar,,,0,,,,Normal,,,0,0,0,0
,,Ganapati Jewellers Nepal Pvt.Ltd,,,0,,,,Normal,,,0,0,0,0
,,Gandaki Auto Trading Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Gandaki Boarding School,,,0,,,,Normal,,,0,0,0,0
,,Gandaki International Travels Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Gandaki Province Training Academy,,,0,,,,Normal,,,0,0,0,0
,,Ganesh Pantha,,,0,,,,Normal,,,0,0,0,0
,,Ganesh Psd Dulal,,,0,,,,Normal,,,0,0,0,0
,,Ganesh Subedi,,,0,,,,Normal,,,0,0,0,0
,,Ganesh Vikram Shahi,,,0,,,,Normal,,,0,0,0,0
,,Ganga Devi Nature Group,,,0,,,,Normal,,,0,0,0,0
,,Garima Flower Shop,,,0,,,,Normal,,,0,0,0,0
,,Garud Securities Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Gateway College of Professional Studies Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Gateway Infosys & Research,,,0,,,,Normal,,,0,0,0,0
,,Gateway Technologies Pvt.Ltd.,,,0,,,,Normal,4,,0,0,0,0
,,Gaurab Pantha,,,0,,,,Normal,,,0,0,0,0
,,Gaurab Pathak,,,0,,,,Normal,,,0,0,0,0
,,Gauradaha Namuna Agriculture Co-Operative Society Ltd,,,0,,,,Normal,,,0,0,0,0
,,Gaurav Tax Consultancy,,,0,,,,Normal,,,0,0,0,0
,,Gaurishankhar bachat tatha rin sahakari sanstha ltd,,,0,,,,Normal,,,0,0,0,0
,,GAUTAM NEW TRADERS,,,0,,,,Normal,,,0,0,0,0
,,Gautam Nirman Sewa,,,0,,,,Normal,,,0,0,0,0
,,Geeta Laxmi Store,,,0,,,,Normal,,,0,0,0,0
,,Geetanjali auto works,,,0,,,,Normal,,,0,0,0,0
,,Geetkar Sangh Nepal,,,0,,,,Normal,,,0,0,0,0
,,General Federation of Nepalese Trade Unions,,,0,,,,Normal,,,0,0,0,0
,,Generation next communication pvt.Ltd,,,0,,,,Normal,,,0,0,0,0
,,Gen Next Computer & Electronics,,,0,,,,Normal,,,0,0,0,0
,,Geruwa Rural Municipality,,,0,,,,Normal,3,,0,0,0,0
,,Geta Eye Hospital,,,0,,,,Normal,,,0,0,0,0
,,G. & G. Associates,,,0,,,,Normal,,,0,0,0,0
,,Ghalendi Hydro Ltd,,,0,,,,Normal,,,0,0,0,0
,,Ghale Raja,,,0,,,,Normal,,,0,0,0,0
,,Ghanashyam Poudel,,,0,,,,Normal,,,0,0,0,0
,,Ghanshyam Joshi,,,0,,,,Normal,,,0,0,0,0
,,Ghorahi Cement Industries,,,0,,,,Normal,,,0,0,0,0
,,Ghoriwala Mart,,,0,,,,Normal,,,0,0,0,0
,,Giga Infosoft Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Girdhari Khadya Udhog,,,0,,,,Normal,,,0,0,0,0
,,GK Group Of Company,,,0,,,,Normal,,,0,0,0,0
,,Gk mobile center,,,0,,,,Normal,,,0,0,0,0
,,Global Agri-Tech Nepal Pvt.Ltd,,,0,,,,Normal,,,0,0,0,0
,,Global Bajar Pvt.Ltd,,,0,,,,Normal,,,0,0,0,0
,,Global College International,,,0,,,,Normal,,,0,0,0,0
,,Global Education Services Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Global Exposition & Management Services Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Global Health Information Technology,,,0,,,,Normal,,,0,0,0,0
,,Global Hub International Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Global IME Bank Limited,,,0,,,,Normal,,,0,0,0,0
,,Global IME Laghubitta Bittiya Sanstha Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Global Info Educational & Visa Services Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Global Journey Education Services Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Global Lumbini Business Link,,,0,,,,Normal,,,0,0,0,0
,,Global Tech Nepal Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Global Tech Solution (P) Ltd,,,0,,,,Normal,,,0,0,0,0
,,Global Touch Pvt.Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Glocal Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Glorious Education International Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Glory Saving and Credit Co Operative Society Limited,,,0,,,,Normal,,,0,0,0,0
,,Glow International Export Import Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,G Motors (P) Ltd,,,0,,,,Normal,,,0,0,0,0
,,G.O. Automobiles Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Gobinda Raj Duttel,,,0,,,,Normal,,,0,0,0,0
,,Godawari Shikshya Bikash Morang Pvt,,,0,,,,Normal,,,0,0,0,0
,,Golanjor Rural Municipality,,,0,,,,Normal,,,0,0,0,0
,,Golden Future Institute,,,0,,,,Normal,,,0,0,0,0
,,Golden Gate College,,,0,,,,Normal,,,0,0,0,0
,,Golden Gate Int'l Education,,,0,,,,Normal,,,0,0,0,0
,,Golden Hospital (P) Ltd,,,0,,,,Normal,,,0,0,0,0
,,Goldmine Business Group Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Goldmines Gaming pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Goodwill Logistics Services Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Gopal Chaulagain,,,0,,,,Normal,,,0,0,0,0
,,Gopikrishna Saving ANd Credi Co-operative Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Gorakhkali cooperative,,,0,,,,Normal,,,0,0,0,0
,,Gorkha Municipality,,,0,,,,Normal,,,0,0,0,0
,,Gorkha Saving and Credit Cooperative Society Ltd,,,0,,,,Normal,,,0,0,0,0
,,Governance lab pvt ltd,,,0,,,,Normal,,,0,0,0,0
,,Govinda Buipaly,,,0,,,,Normal,,,0,0,0,0
,,Govinda Osti,,,0,,,,Normal,,,0,0,0,0
,,Govinda Pengeli,,,0,,,,Normal,,,0,0,0,0
,,G.P REAL ESTATE SERVICE PVT.LTD,,,0,,,,Normal,,,0,0,0,0
,,G. P. S. Home Sewa Suppliers Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Gramin Saving & Credit Cooperative Society Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Grande International Hospital Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Grantha Networks Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Green Apple Inc orporation Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Green Leaf Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,GREENLIFE HEALTHCARE PVT.LTD,,,0,,,,Normal,,,0,0,0,0
,,G.R.G Bakery,,,0,,,,Normal,,,0,0,0,0
,,g.R.G Bakery Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Group for Technical Assistance,,,0,,,,Normal,,,0,0,0,0
,,G.R.S. Link Internet Service Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,G.T. International Facility Service Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Gulariya Municipality,,,0,,,,Normal,,,0,0,0,0
,,Guna Laxmi Books & Stationery,,,0,,,,Normal,,,0,0,0,0
,,Gurkha Holding Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Gurkha Welfare Trust Nepal,,,0,,,,Normal,,,0,0,0,0
,,Gurukul Academy Dang Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Guru Saving And Credit Cooperative Society Ltd,,,0,,,,Normal,,,0,0,0,0
,,"Guthichaur Rural Municipality
",,,0,,,,Normal,,,0,0,0,0
,,Gyan Career Institute Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Gyan Sun Shine Boarding Higher Secondary School Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Gyapu Marketplace pvt. ltd.,,,0,,,,Normal,,,0,0,0,0
,,G.Y.C.O. Consultants Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Hajurbuwa.Com,,,0,,,,Normal,,,0,0,0,0
,,Halesi Tuwachung Municipality,,,0,,,,Normal,,,0,0,0,0
,,Half - Full Technology,,,0,,,,Normal,,,0,0,0,0
,,Hamro aviyan Saving and credit cooperative,,,0,,,,Normal,,,0,0,0,0
,,Hamro Bazar Ventures Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Handigaun Saving and credit co-operative limited,,,0,,,,Normal,,,0,0,0,0
,,Hansraj Hulaschand & Co. Pvt. Ltd.,,,0,,,,Normal,4,,0,0,0,0
,,Happy Home,,,0,,,,Normal,,,0,0,0,0
,,Happy Works Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Harahar Mahadev Saving & Credit Cooperative Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Hari Baral,,,0,,,,Normal,,,0,0,0,0
,,Hari Kumar Silwal,,,0,,,,Normal,,,0,0,0,0
,,Hari Sankhar Niraula,,,0,,,,Normal,,,0,0,0,0
,,Hari Shrestha,,,0,,,,Normal,,,0,0,0,0
,,Hari Silwal,,,0,,,,Normal,,,0,0,0,0
,,Hariyali Samudayak Ban,,,0,,,,Normal,,,0,0,0,0
,,HBK & Associates,,,0,,,,Normal,,,0,0,0,0
,,HCRC Education Hub,,,0,,,,Normal,,,0,0,0,0
,,Hdhr Manpower,,,0,,,,Normal,,,0,0,0,0
,,Health Care Services Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Health Kart Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Health Service Office,,,0,,,,Normal,,,0,0,0,0
,,Healthy Choice Clinic,,,0,,,,Normal,,,0,0,0,0
,,Heart and Diabeties Centre Lalitpur,,,0,,,,Normal,,,0,0,0,0
,,Heartsun Technology Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Heera Sports Center,,,0,,,,Normal,,,0,0,0,0
,,Helen Keller International Nepal,,,0,,,,Normal,,,0,0,0,0
,,Hello World Crop Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Help Apps and Multipurpose Privated Limited,,,0,,,,Normal,,,0,0,0,0
,,Helvatas Swiss Intercoperation Nepal,,,0,,,,Normal,,,0,0,0,0
,,Hemanta Dangal,,,0,,,,Normal,,,0,0,0,0
,,Hemo Tshirt Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Herald Foundation Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Herendra khadka,,,0,,,,Normal,,,0,0,0,0
,,Hex Academy Nepal Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Hi Five Amol Cyber,,,0,,,,Normal,,,0,0,0,0
,,Himalaya Cooperative Society Ltd,,,0,,,,Normal,,,0,0,0,0
,,Himalaya Darshan College,,,0,,,,Normal,,,0,0,0,0
,,Himalayan Bank Limited,,,0,,,,Normal,6,,0,0,0,0
,,Himalayan college of Management,,,0,,,,Normal,,,0,0,0,0
,,Himalayan Everest Insurance Limited,,,0,,,,Normal,4,,0,0,0,0
,,Himalayan Glacier trekking,,,0,,,,Normal,,,0,0,0,0
,,Himalayan international ideal school,,,0,,,,Normal,,,0,0,0,0
,,Himalayan Java Coffee Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,HIMALAYAN JOY ADVENTURE,,,0,,,,Normal,,,0,0,0,0
,,Himalayan Outdoor Gears Pvt.Ltd,,,0,,,,Normal,,,0,0,0,0
,,Himalayan river fun,,,0,,,,Normal,,,0,0,0,0
,,HIMALAYAN SHERPA PRODUCTS,,,0,,,,Normal,,,0,0,0,0
,,Himalayan Vibes Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Himali bakery,,,0,,,,Normal,,,0,0,0,0
,,Himal Pangeni,,,0,,,,Normal,,,0,0,0,0
,,Himal Saving & Credit Co-Operative Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Himchuli Saving And Credit Cooperative Society Ltd,,,0,,,,Normal,,,0,0,0,0
,,Him Electronics Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Hiramani Parajuli,,,0,,,,Normal,,,0,0,0,0
,,Hira Shrestha,,,0,,,,Normal,,,0,0,0,0
,,Hira sunar,,,0,,,,Normal,,,0,0,0,0
,,HI-SPEED COMPUTER,,,0,,,,Normal,,,0,0,0,0
,,Hitech Mobile Care,,,0,,,,Normal,,,0,0,0,0
,,HiTech Solutions & Services Pvt. Ltd.,,,0,,,,Normal,4,,0,0,0,0
,,Hivelaya Digital Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,HLE Nepal Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Hokkaido Ramen house pvt.ltd,,,0,,,,Normal,,,0,0,0,0
,,Horizan supplier,,,0,,,,Normal,,,0,0,0,0
,,Horizon Associates Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Hospital For Advance Medicine And Surgery Pvt. Ltd.,,,0,,,,Normal,4,,0,0,0,0
,,Hospitality World Campus Pvt. Ltd,,,0,,,,Normal,3,,0,0,0,0
,,Hotel Annapurna View Sarangkot Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Hotel Grand Shambala (P) Ltd,,,0,,,,Normal,,,0,0,0,0
,,House of Fashion Nepal,,,0,,,,Normal,,,0,0,0,0
,,House of Raj Karnikar,,,0,,,,Normal,,,0,0,0,0
,,HRDK PMC,,,0,,,,Normal,,,0,0,0,0
,,Huba Fashion International Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Hukum Chidi Mart pvt ltd,,,0,,,,Normal,,,0,0,0,0
,,Hulaki Suppliers,,,0,,,,Normal,,,0,0,0,0
,,Hulas Fin Serve Ltd.,,,0,,,,Normal,,,0,0,0,0
,,HULAS STEEL INDUSTRIES LIMITED,,,0,,,,Normal,,,0,0,0,0
,,Hulas Wire Industries,,,0,,,,Normal,,,0,0,0,0
,,"Human Rights Forum Nepal, Ilam",,,0,,,,Normal,,,0,0,0,0
,,Hungry Hetauda,,,0,,,,Normal,,,0,0,0,0
,,Hyolmo Social Service Center,,,0,,,,Normal,,,0,0,0,0
,,Hyperloop Nepal Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Hypeyeti Marketing Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Hyre Transportation Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,I am the gardener Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,iboss global life international pvt ltd,,,0,,,,Normal,,,0,0,0,0
,,Ibyza Lounge & Dj Theque Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,I Code Nepal,,,0,,,,Normal,,,0,0,0,0
,,Idea Jar Digital Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Ideal English Escondary School,,,0,,,,Normal,,,0,0,0,0
,,Ideapreneur Nepal,,,0,,,,Normal,,,0,0,0,0
,,IDP Education Student Service Nepal Pvt. Ltd.,,,0,,,,Normal,4,,0,0,0,0
,,"IEC college of art and Fashion Pvt. Ltd
",,,0,,,,Normal,,,0,0,0,0
,,IERC Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,"IFRC, Nepal Country Office",,,0,,,,Normal,,,0,0,0,0
,,Ihub Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,iKreate Technologies,,,0,,,,Normal,,,0,0,0,0
,,I.L & C.S. Spares Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Illam Green Tea and Food Cafe,,,0,,,,Normal,,,0,0,0,0
,,Imagine Technology Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,IMANI SAVING & CREDIT COOPERATIVE LTD,,,0,,,,Normal,,,0,0,0,0
,,Imark Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Imminent Education,,,0,,,,Normal,,,0,0,0,0
,,IMS Software Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Index Furniture Nepal Pvt.Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Indian Education Services,,,0,,,,Normal,,,0,0,0,0
,,Indrawati Municipality,,,0,,,,Normal,,,0,0,0,0
,,Infinity Tech Communication Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Info Brain Solution,,,0,,,,Normal,,,0,0,0,0
,,Infodevelopers Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Info Net Technology Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Infonity Group Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,"Information and Technology, Nepal Army",,,0,,,,Normal,,,0,0,0,0
,,Inland Revenue Departmennt,,,0,,,,Normal,,,0,0,0,0
,,Inland Revenue Office Baglung,,,0,,,,Normal,,,0,0,0,0
,,"Inland Revenue Office, Thamel",,,0,,,,Normal,,,0,0,0,0
,,Innovative Solution and Research Center Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Insight Workshop Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Insource Inc Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Inspire English School,,,0,,,,Normal,,,0,0,0,0
,,Institute of Advance Communication Education & Research pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Institute of Management Studies,,,0,,,,Normal,,,0,0,0,0
,,Institute Of Science And Technology (TU),,,0,,,,Normal,,,0,0,0,0
,,Intellisoft Nepal Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Interlace Education Consultancy Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,International Destination & Worldwide Tours & Travel Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,INTERNATIONAL SCHOOL OF HOTEL MANAGEMENT CHITWAN PVT. LTD,,,0,,,,Normal,,,0,0,0,0
,,Iron Monk Nepal Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Isha Nepal,,,0,,,,Normal,,,0,0,0,0
,,Ishani Tech,,,0,,,,Normal,,,0,0,0,0
,,Ishu Pasal Multipurpose,,,0,,,,Normal,,,0,0,0,0
,,Ishwor Pokhrel,,,0,,,,Normal,,,0,0,0,0
,,Ishworpur Municipality,,,0,,,,Normal,,,0,0,0,0
,,Iskcon Infosys,,,0,,,,Normal,,,0,0,0,0
,,ISKCON itahari,,,0,,,,Normal,,,0,0,0,0
,,Itech Univ Plus Pvt Ltd.,,,0,,,,Normal,,,0,0,0,0
,,IT New,,,0,,,,Normal,,,0,0,0,0
,,I.T.S Computer Sewa,,,0,,,,Normal,,,0,0,0,0
,,I ZONE PVT. LTD.,,,0,,,,Normal,4,,0,0,0,0
,,Jaamna Nepal pvt. ltd.,,,0,,,,Normal,,,0,0,0,0
,,Jagadamba Construction Solution,,,0,,,,Normal,,,0,0,0,0
,,Jagdamba Mobiles Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Jagdamba Motors Pvt. Ltd,,,0,,,,Normal,4,,0,0,0,0
,,Jagdamba Steels Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Jagriti Malla,,,0,,,,Normal,,,0,0,0,0
,,Jai Mata Di Gold Palace Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Jalajala Shishu Sadan Secondary School,,,0,,,,Normal,,,0,0,0,0
,,Jamadar Trading,,,0,,,,Normal,,,0,0,0,0
,,Janajati Kalyan Ashram,,,0,,,,Normal,,,0,0,0,0
,,Janak Bhandari,,,0,,,,Normal,,,0,0,0,0
,,Janaki Gas Udyog (P) Ltd,,,0,,,,Normal,,,0,0,0,0
,,Janaki Rural Municipality,,,0,,,,Normal,,,0,0,0,0
,,Janaki Trade Link,,,0,,,,Normal,,,0,0,0,0
,,Janak Pokharel,,,0,,,,Normal,,,0,0,0,0
,,Janak Raj Shrestha,,,0,,,,Normal,,,0,0,0,0
,,Janapath Secondary School,,,0,,,,Normal,,,0,0,0,0
,,Janardan Dhakal,,,0,,,,Normal,,,0,0,0,0
,,JANASEWA MITERI SACCOS,,,0,,,,Normal,,,0,0,0,0
,,Janasewa Secondary School,,,0,,,,Normal,,,0,0,0,0
,,Janautthan Samudayic Laghubitta Bittiya Sanstha Ltd,,,0,,,,Normal,,,0,0,0,0
,,Janemoon Khanal,,,0,,,,Normal,,,0,0,0,0
,,Janga Bahadur Ijam,,,0,,,,Normal,,,0,0,0,0
,,Jantedhunga Rural Municipality,,,0,,,,Normal,,,0,0,0,0
,,Janup Pokhrel,,,0,,,,Normal,,,0,0,0,0
,,Jasapa Nepal,,,0,,,,Normal,,,0,0,0,0
,,Jasmine Hygiene Products Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Jasper Education Foundation,,,0,,,,Normal,,,0,0,0,0
,,Jay Bhimsen Saving And Credit Co-operative Society Ltd,,,0,,,,Normal,,,0,0,0,0
,,Jay Kumar Mahat,,,0,,,,Normal,,,0,0,0,0
,,Jay Prakash Shah,,,0,,,,Normal,,,0,0,0,0
,,Jay Ram Manandhar,,,0,,,,Normal,,,0,0,0,0
,,J.B Consultants pvt. ltd.,,,0,,,,Normal,,,0,0,0,0
,,JBM Space Cable Net Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Jeetpur secondary school,,,0,,,,Normal,,,0,0,0,0
,,Jeevan Bikash Laghubitta Bittiya Sanstha Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Jeevee Health Pvt. Ltd,,,0,,,,Normal,4,,0,0,0,0
,,Jenson Multipurpose Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Jesson,,,0,,,,Normal,,,0,0,0,0
,,Jhimruk Innovative Technology Center,,,0,,,,Normal,,,0,0,0,0
,,Jigar Stationery,,,0,,,,Normal,,,0,0,0,0
,,Jilla Nirbachan Karyalaya,,,0,,,,Normal,,,0,0,0,0
,,JJ Human Resource Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Jodnu Technology Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Jooneli Inc Pvt Ltd,,,0,,,,Normal,4,,0,0,0,0
,,Joshi Builders and Company Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,J. R. Education Group Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Jubilant Elite Academy,,,0,,,,Normal,,,0,0,0,0
,,Jwalamukhi Rural Municipality,,,0,,,,Normal,,,0,0,0,0
,,Jyoti Deep Int'l Education Consultancy,,,0,,,,Normal,,,0,0,0,0
,,Kabhre Multiple Campus,,,0,,,,Normal,,,0,0,0,0
,,Kachankawal Rural Municipality,,,0,,,,Normal,,,0,0,0,0
,,Kachhuwa Dot Com,,,0,,,,Normal,,,0,0,0,0
,,Kadambari Memorial College,,,0,,,,Normal,,,0,0,0,0
,,Kailashkut Saving and Credit Cooperative Society Limited,,,0,,,,Normal,,,0,0,0,0
,,Kaji Baas Sampada Ghar,,,0,,,,Normal,,,0,0,0,0
,,Kalash Service Pvt.Ltd,,,0,,,,Normal,,,0,0,0,0
,,Kaligandaki Rural Municipality,,,0,,,,Normal,,,0,0,0,0
,,Kaligandaki Saving and Credit Co -Operative Society Ltd,,,0,,,,Normal,,,0,0,0,0
,,Kalika Medical & Technical Institute Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Kalu Man Lama,,,0,,,,Normal,,,0,0,0,0
,,Kamakhya IT solution Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Kamala & Son's Trading House Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Kamal Netra Chunna Muna Secondary School,,,0,,,,Normal,,,0,0,0,0
